,A0_min,A0_max,A1_min,A1_max,A2_min,A2_max,A3_min,A3_max,A4_min,A4_max,A5_min,A5_max,A6_min,A6_max,A7_min,A7_max,A8_min,A8_max,A9_min,A9_max,A10_min,A10_max,A11_min,A11_max,A12_min,A12_max,A13_min,A13_max,A14_min,A14_max,A15_min,A15_max,A16_min,A16_max,A17_min,A17_max,A18_min,A18_max,A19_min,A19_max,class
5836,217,217,244,244,1788,1788,2197,2197,35,35,-87,-87,1032,1032,1356,1356,1905,1905,1444,1444,1288,1288,1203,1203,1813,1813,117,117,-634,-634,-1342,-1342,75,75,-148,-148,1441,1441,106,106,1
5837,132,132,1978,1978,-226,-226,673,673,-47,-47,-1228,-1228,1781,1781,-492,-492,626,626,1267,1267,-432,-432,2949,2949,23,23,841,841,-376,-376,218,218,844,844,414,414,1503,1503,-484,-484,1
5838,724,724,-69,-69,2051,2051,2693,2693,1283,1283,605,605,-1255,-1255,65,65,646,646,373,373,294,294,-775,-775,-177,-177,-1987,-1987,-3169,-3169,3364,3364,633,633,-1018,-1018,-3457,-3457,-1164,-1164,0
5839,-496,-496,-263,-263,2373,2373,-54,-54,863,863,-1736,-1736,-276,-276,2464,2464,22,22,1049,1049,601,601,235,235,2888,2888,-1354,-1354,-4143,-4143,-1478,-1478,87,87,1298,1298,-1,-1,354,354,0
5840,1509,1509,1314,1314,-1547,-1547,1299,1299,364,364,-302,-302,5175,5175,2253,2253,4326,4326,-79,-79,-1348,-1348,3173,3173,1785,1785,-1053,-1053,582,582,1853,1853,4754,4754,1955,1955,265,265,-3396,-3396,0
5841,732,732,491,491,884,884,-1208,-1208,646,646,-659,-659,1508,1508,-1778,-1778,-285,-285,-458,-458,899,899,18,18,362,362,372,372,-257,-257,1991,1991,1738,1738,-344,-344,1221,1221,411,411,1
5842,1536,1536,-15,-15,898,898,2888,2888,1527,1527,218,218,-3164,-3164,-1864,-1864,1078,1078,801,801,2172,2172,2823,2823,-2847,-2847,-424,-424,3317,3317,-3234,-3234,-1014,-1014,137,137,-1777,-1777,3303,3303,0
5843,202,202,1731,1731,502,502,853,853,-6,-6,1478,1478,425,425,131,131,3024,3024,-552,-552,2143,2143,-469,-469,-31,-31,109,109,-83,-83,659,659,1519,1519,82,82,91,91,-253,-253,1
5844,-1251,-1251,-3548,-3548,351,351,-2353,-2353,525,525,1467,1467,1896,1896,-3617,-3617,-1669,-1669,-658,-658,-2084,-2084,18,18,685,685,-2587,-2587,-1588,-1588,306,306,-31,-31,-964,-964,-1246,-1246,59,59,0
5845,117,117,117,117,1356,1356,1232,1232,1617,1617,268,268,163,163,1132,1132,744,744,2246,2246,-1653,-1653,616,616,1416,1416,977,977,1211,1211,1583,1583,874,874,-601,-601,933,933,-825,-825,1
5846,4371,4371,628,628,1502,1502,2813,2813,3331,3331,1527,1527,-1847,-1847,-4035,-4035,3126,3126,-484,-484,-1107,-1107,-2226,-2226,4342,4342,-2934,-2934,546,546,149,149,1783,1783,241,241,1437,1437,236,236,0
5847,874,874,117,117,1729,1729,14,14,-12,-12,1366,1366,-224,-224,656,656,591,591,1184,1184,-139,-139,249,249,1839,1839,2294,2294,-135,-135,483,483,-94,-94,298,298,767,767,1325,1325,1
5848,-2014,-2014,-125,-125,952,952,-399,-399,1416,1416,-168,-168,-1821,-1821,-55,-55,-1647,-1647,2396,2396,-165,-165,-751,-751,1131,1131,1064,1064,553,553,-2072,-2072,1661,1661,-4061,-4061,-1216,-1216,306,306,0
5849,-429,-429,-339,-339,111,111,1433,1433,4,4,218,218,2496,2496,-539,-539,-87,-87,315,315,982,982,1383,1383,1637,1637,76,76,16,16,2686,2686,91,91,884,884,1088,1088,845,845,1
5850,-403,-403,-1621,-1621,903,903,319,319,-509,-509,-106,-106,487,487,754,754,3256,3256,909,909,-361,-361,337,337,1434,1434,16,16,158,158,-1084,-1084,749,749,-852,-852,-178,-178,2246,2246,1
5851,-126,-126,999,999,7,7,2245,2245,-757,-757,1308,1308,-701,-701,903,903,3289,3289,66,66,279,279,-964,-964,378,378,2354,2354,1609,1609,-108,-108,1742,1742,121,121,866,866,1263,1263,1
5852,98,98,283,283,1533,1533,-1917,-1917,-4341,-4341,727,727,-509,-509,-23,-23,126,126,2362,2362,2796,2796,-125,-125,642,642,-2701,-2701,2503,2503,197,197,-1261,-1261,-1194,-1194,1141,1141,846,846,0
5853,-288,-288,444,444,3087,3087,634,634,301,301,578,578,158,158,-52,-52,1336,1336,-624,-624,-1231,-1231,192,192,-687,-687,-2344,-2344,-51,-51,203,203,-885,-885,1558,1558,-916,-916,841,841,1
5854,-463,-463,-717,-717,-295,-295,2039,2039,-1603,-1603,597,597,-1184,-1184,1874,1874,-5084,-5084,-389,-389,688,688,3105,3105,-2658,-2658,2421,2421,-44,-44,3727,3727,-382,-382,-828,-828,54,54,-663,-663,0
5855,-153,-153,-277,-277,494,494,189,189,19,19,-614,-614,413,413,942,942,-95,-95,483,483,1811,1811,2089,2089,-1291,-1291,54,54,1863,1863,-22,-22,214,214,2146,2146,177,177,-7,-7,1
5856,2348,2348,548,548,1947,1947,-1504,-1504,-109,-109,-1728,-1728,1498,1498,-172,-172,-1868,-1868,-1153,-1153,-2803,-2803,1626,1626,-246,-246,-928,-928,495,495,0,0,-2173,-2173,-664,-664,2012,2012,2232,2232,0
5857,-204,-204,-2171,-2171,935,935,-2092,-2092,143,143,-926,-926,4164,4164,-932,-932,3285,3285,2043,2043,42,42,-7395,-7395,-915,-915,-175,-175,1965,1965,1159,1159,131,131,1465,1465,1482,1482,-1549,-1549,0
5858,109,109,39,39,209,209,26,26,-499,-499,487,487,1284,1284,-711,-711,-98,-98,1673,1673,445,445,-1024,-1024,42,42,-1239,-1239,1314,1314,1569,1569,7,7,1253,1253,699,699,-1118,-1118,1
5859,1774,1774,-969,-969,1444,1444,1481,1481,176,176,6,6,527,527,685,685,32,32,-2,-2,908,908,713,713,-1232,-1232,811,811,-527,-527,-697,-697,14,14,1256,1256,233,233,166,166,1
5860,-1641,-1641,364,364,-854,-854,-2308,-2308,2341,2341,225,225,-4189,-4189,979,979,-1332,-1332,626,626,512,512,-1965,-1965,26,26,-4358,-4358,1108,1108,-14,-14,-332,-332,-797,-797,-8,-8,-202,-202,0
5861,67,67,-602,-602,1236,1236,648,648,894,894,-383,-383,1873,1873,18,18,-1053,-1053,-1438,-1438,-906,-906,179,179,-1414,-1414,-859,-859,-858,-858,237,237,675,675,-252,-252,-2003,-2003,467,467,1
5862,1225,1225,1661,1661,1176,1176,443,443,577,577,12,12,921,921,712,712,1298,1298,-12,-12,-626,-626,1083,1083,2276,2276,966,966,1996,1996,1105,1105,-1073,-1073,1344,1344,1306,1306,-1952,-1952,1
5863,607,607,-26,-26,-3914,-3914,-2464,-2464,3085,3085,-602,-602,5,5,3197,3197,-667,-667,292,292,101,101,294,294,-2532,-2532,157,157,-1012,-1012,-1812,-1812,86,86,-2514,-2514,23,23,-62,-62,0
5864,-494,-494,-836,-836,-953,-953,4,4,-684,-684,-1289,-1289,51,51,292,292,3398,3398,679,679,1202,1202,-2659,-2659,-1668,-1668,-593,-593,-1496,-1496,1778,1778,-1339,-1339,-1583,-1583,521,521,1752,1752,0
5865,937,937,1623,1623,537,537,-1468,-1468,-221,-221,217,217,1074,1074,318,318,541,541,-322,-322,927,927,488,488,1584,1584,-74,-74,-1387,-1387,1219,1219,628,628,1508,1508,1178,1178,2678,2678,1
5866,-142,-142,-49,-49,955,955,653,653,258,258,-404,-404,1625,1625,143,143,53,53,156,156,-781,-781,1703,1703,-176,-176,-1742,-1742,-228,-228,2009,2009,2941,2941,-349,-349,739,739,1343,1343,1
5867,-941,-941,717,717,314,314,211,211,-522,-522,1683,1683,1393,1393,1048,1048,1558,1558,705,705,281,281,56,56,989,989,-61,-61,-468,-468,3,3,2243,2243,1467,1467,1886,1886,-44,-44,1
5868,2475,2475,2403,2403,472,472,909,909,-828,-828,-4,-4,138,138,66,66,482,482,92,92,918,918,-395,-395,511,511,-139,-139,1485,1485,1065,1065,426,426,1778,1778,1196,1196,-2174,-2174,1
5869,-605,-605,-61,-61,943,943,29,29,1651,1651,48,48,112,112,-622,-622,1716,1716,36,36,1129,1129,3,3,-282,-282,1798,1798,396,396,1294,1294,-31,-31,2251,2251,677,677,1235,1235,1
5870,-178,-178,2527,2527,-1338,-1338,156,156,1775,1775,1048,1048,2658,2658,1244,1244,882,882,82,82,244,244,1455,1455,879,879,917,917,-559,-559,-1192,-1192,1695,1695,186,186,1863,1863,-1559,-1559,1
5871,-1266,-1266,12,12,402,402,3509,3509,1962,1962,-877,-877,1702,1702,-1374,-1374,-579,-579,293,293,-56,-56,-3201,-3201,1856,1856,-1202,-1202,1697,1697,714,714,1212,1212,138,138,55,55,1537,1537,0
5872,-32,-32,1409,1409,22,22,-1668,-1668,-817,-817,-154,-154,67,67,252,252,1412,1412,-2104,-2104,162,162,845,845,152,152,-54,-54,3582,3582,303,303,2369,2369,528,528,798,798,1206,1206,0
5873,-1564,-1564,627,627,-2782,-2782,-884,-884,699,699,1054,1054,-2108,-2108,-1702,-1702,241,241,1219,1219,1319,1319,4859,4859,1594,1594,56,56,3884,3884,1694,1694,1436,1436,1382,1382,244,244,3084,3084,0
5874,-2517,-2517,4923,4923,-1266,-1266,-725,-725,1882,1882,1587,1587,-181,-181,32,32,-51,-51,-393,-393,-665,-665,3319,3319,-1862,-1862,1786,1786,-902,-902,-4105,-4105,2324,2324,-2124,-2124,-332,-332,2516,2516,0
5875,857,857,126,126,388,388,704,704,166,166,2885,2885,68,68,-1127,-1127,1038,1038,1015,1015,818,818,887,887,586,586,414,414,-2412,-2412,97,97,962,962,392,392,-18,-18,162,162,1
5876,728,728,1979,1979,-554,-554,-403,-403,493,493,1379,1379,-49,-49,1481,1481,1243,1243,1291,1291,2129,2129,105,105,622,622,63,63,-822,-822,2859,2859,295,295,401,401,-1118,-1118,1545,1545,1
5877,-1876,-1876,-2815,-2815,576,576,-1915,-1915,-1135,-1135,311,311,-1293,-1293,1533,1533,-1071,-1071,182,182,-1067,-1067,-338,-338,-5532,-5532,-4177,-4177,2129,2129,-1496,-1496,2876,2876,707,707,2525,2525,2944,2944,0
5878,-1735,-1735,573,573,1585,1585,-601,-601,-25,-25,3991,3991,-1763,-1763,-777,-777,189,189,6757,6757,-62,-62,-701,-701,1155,1155,2764,2764,2922,2922,-1288,-1288,11,11,3429,3429,-331,-331,-958,-958,0
5879,38,38,448,448,662,662,1835,1835,-1074,-1074,2352,2352,445,445,478,478,522,522,983,983,512,512,-884,-884,1225,1225,662,662,-227,-227,-1092,-1092,338,338,2399,2399,1338,1338,143,143,1
5880,2902,2902,1533,1533,1017,1017,423,423,-109,-109,197,197,54,54,188,188,-709,-709,1554,1554,1887,1887,52,52,-748,-748,1783,1783,87,87,828,828,1345,1345,-4,-4,-799,-799,-953,-953,1
5881,1119,1119,1984,1984,69,69,377,377,-372,-372,167,167,36,36,1431,1431,1919,1919,-55,-55,1394,1394,71,71,748,748,1343,1343,97,97,2485,2485,-334,-334,1657,1657,1194,1194,1198,1198,1
5882,1183,1183,-1455,-1455,-175,-175,1471,1471,145,145,-253,-253,-2556,-2556,1971,1971,-35,-35,669,669,-403,-403,1912,1912,-32,-32,1447,1447,2815,2815,-271,-271,-2348,-2348,1979,1979,2355,2355,194,194,0
5883,-343,-343,-1179,-1179,671,671,2722,2722,1018,1018,-2918,-2918,3907,3907,-2517,-2517,-148,-148,-1963,-1963,485,485,118,118,-247,-247,608,608,-325,-325,-1075,-1075,-808,-808,222,222,-926,-926,797,797,0
5884,98,98,1962,1962,1092,1092,-2127,-2127,2367,2367,2165,2165,2913,2913,-576,-576,-3794,-3794,105,105,3378,3378,656,656,-5333,-5333,-848,-848,-472,-472,2854,2854,1725,1725,1833,1833,-746,-746,-2706,-2706,0
5885,1389,1389,-2426,-2426,1955,1955,3721,3721,1796,1796,12,12,859,859,-467,-467,1921,1921,468,468,-338,-338,871,871,2581,2581,1833,1833,371,371,-723,-723,2054,2054,-1933,-1933,-2368,-2368,-1644,-1644,0
5886,429,429,526,526,153,153,898,898,-1485,-1485,541,541,5,5,2325,2325,-1298,-1298,12,12,2968,2968,492,492,-158,-158,-253,-253,-195,-195,895,895,-396,-396,-1089,-1089,1316,1316,-915,-915,0
5887,-1627,-1627,-2443,-2443,-3834,-3834,-3203,-3203,382,382,1343,1343,878,878,509,509,-733,-733,1918,1918,419,419,-2637,-2637,-2462,-2462,1421,1421,-1035,-1035,-696,-696,389,389,121,121,-2281,-2281,-48,-48,0
5888,462,462,-1256,-1256,3945,3945,-1995,-1995,-1291,-1291,-4698,-4698,-768,-768,-1338,-1338,2706,2706,-2021,-2021,263,263,27,27,284,284,-3285,-3285,4837,4837,2813,2813,2389,2389,-176,-176,-422,-422,851,851,0
5889,-282,-282,2864,2864,3189,3189,-1356,-1356,397,397,1015,1015,383,383,1673,1673,195,195,-453,-453,199,199,-3418,-3418,-372,-372,1196,1196,1396,1396,1888,1888,-2466,-2466,-216,-216,-655,-655,-268,-268,0
5890,-13,-13,9,9,1155,1155,212,212,1805,1805,733,733,729,729,-16,-16,-179,-179,-863,-863,2018,2018,1354,1354,1619,1619,-209,-209,2077,2077,-1244,-1244,1169,1169,522,522,1272,1272,-1957,-1957,1
5891,622,622,291,291,888,888,159,159,81,81,339,339,-26,-26,444,444,-1834,-1834,1084,1084,1246,1246,-1196,-1196,-82,-82,-998,-998,1711,1711,-11,-11,-2396,-2396,1361,1361,2006,2006,1553,1553,1
5892,-68,-68,-694,-694,-1912,-1912,36,36,-188,-188,-877,-877,398,398,-307,-307,825,825,1684,1684,-776,-776,977,977,793,793,-1505,-1505,6158,6158,-416,-416,1655,1655,1125,1125,2763,2763,588,588,0
5893,119,119,-646,-646,97,97,932,932,-475,-475,305,305,2659,2659,-255,-255,-208,-208,1419,1419,-857,-857,-1606,-1606,823,823,2395,2395,-1335,-1335,-96,-96,132,132,1362,1362,671,671,1135,1135,1
5894,27,27,2677,2677,-1281,-1281,-2565,-2565,1683,1683,-26,-26,325,325,555,555,1287,1287,2904,2904,1555,1555,-3156,-3156,38,38,-152,-152,-111,-111,-49,-49,2638,2638,-235,-235,3149,3149,328,328,0
5895,3988,3988,-3706,-3706,3645,3645,-3872,-3872,-2033,-2033,3908,3908,1693,1693,-2156,-2156,-1313,-1313,1592,1592,704,704,1536,1536,-132,-132,525,525,1037,1037,2088,2088,1834,1834,3237,3237,-802,-802,3133,3133,0
5896,2076,2076,-257,-257,613,613,2434,2434,2047,2047,869,869,54,54,1342,1342,784,784,796,796,1622,1622,782,782,514,514,1479,1479,1,1,-715,-715,-258,-258,1083,1083,584,584,1947,1947,1
5897,-856,-856,-133,-133,433,433,-1638,-1638,-236,-236,-73,-73,-3789,-3789,1076,1076,-1305,-1305,386,386,-123,-123,371,371,2887,2887,1736,1736,-1132,-1132,3407,3407,3626,3626,-1045,-1045,-241,-241,-842,-842,0
5898,-119,-119,38,38,757,757,-755,-755,-2057,-2057,68,68,-798,-798,1501,1501,1866,1866,-2275,-2275,-1444,-1444,-364,-364,-226,-226,616,616,92,92,1865,1865,-5288,-5288,547,547,-2511,-2511,1403,1403,0
5899,-63,-63,125,125,-839,-839,27,27,-289,-289,-321,-321,-64,-64,1268,1268,-871,-871,209,209,1495,1495,2099,2099,-486,-486,212,212,39,39,-132,-132,204,204,1298,1298,-2674,-2674,1681,1681,0
5900,2365,2365,-805,-805,-1191,-1191,-124,-124,-2539,-2539,2669,2669,425,425,241,241,291,291,-1949,-1949,2168,2168,2534,2534,41,41,-693,-693,409,409,4425,4425,-1185,-1185,996,996,1304,1304,-96,-96,0
5901,273,273,1328,1328,243,243,1012,1012,-614,-614,-426,-426,764,764,592,592,-402,-402,328,328,-418,-418,-269,-269,-636,-636,155,155,-562,-562,-131,-131,-1418,-1418,1307,1307,948,948,843,843,1
5902,179,179,-28,-28,1466,1466,487,487,-1593,-1593,-1413,-1413,-61,-61,1144,1144,-651,-651,-1334,-1334,-2622,-2622,168,168,-3491,-3491,432,432,634,634,-2707,-2707,3078,3078,2731,2731,86,86,819,819,0
5903,14,14,-377,-377,-1625,-1625,-3707,-3707,-1039,-1039,-2458,-2458,-1258,-1258,4491,4491,-438,-438,-115,-115,1387,1387,1839,1839,-343,-343,-1096,-1096,199,199,673,673,416,416,1475,1475,4015,4015,3324,3324,0
5904,2,2,83,83,214,214,135,135,2352,2352,256,256,2022,2022,-368,-368,39,39,-165,-165,36,36,125,125,-588,-588,18,18,537,537,585,585,1254,1254,-71,-71,-793,-793,1497,1497,1
5905,3912,3912,-835,-835,2118,2118,447,447,3059,3059,81,81,8,8,793,793,1159,1159,1365,1365,99,99,2052,2052,2109,2109,224,224,159,159,-3858,-3858,38,38,206,206,-116,-116,869,869,0
5906,273,273,847,847,1194,1194,905,905,672,672,1995,1995,264,264,1903,1903,257,257,-606,-606,-34,-34,736,736,-135,-135,1664,1664,-237,-237,-177,-177,-1393,-1393,31,31,1319,1319,-298,-298,1
5907,-371,-371,506,506,756,756,1222,1222,528,528,1533,1533,2694,2694,196,196,1357,1357,-222,-222,-544,-544,999,999,75,75,-675,-675,613,613,412,412,1415,1415,-84,-84,1894,1894,-253,-253,1
5908,1793,1793,-81,-81,881,881,131,131,1313,1313,2184,2184,-548,-548,16,16,-107,-107,1468,1468,-349,-349,983,983,223,223,361,361,756,756,1204,1204,2673,2673,-846,-846,75,75,198,198,1
5909,47,47,-476,-476,-627,-627,82,82,-543,-543,124,124,-589,-589,-2,-2,1233,1233,126,126,2594,2594,-1273,-1273,1738,1738,607,607,-1052,-1052,1304,1304,2704,2704,62,62,1027,1027,-86,-86,1
5910,576,576,1373,1373,615,615,866,866,1941,1941,1394,1394,283,283,575,575,585,585,1496,1496,91,91,-94,-94,274,274,-377,-377,-1591,-1591,-162,-162,979,979,-678,-678,-291,-291,-336,-336,1
5911,-671,-671,1132,1132,23,23,-257,-257,-276,-276,2621,2621,988,988,535,535,282,282,-156,-156,-774,-774,2665,2665,-879,-879,-517,-517,324,324,-514,-514,156,156,-183,-183,1241,1241,136,136,1
5912,1555,1555,-1049,-1049,733,733,-36,-36,537,537,948,948,1511,1511,2256,2256,987,987,111,111,-353,-353,595,595,-597,-597,1561,1561,-52,-52,217,217,2716,2716,476,476,2619,2619,252,252,1
5913,-4324,-4324,1516,1516,-171,-171,-42,-42,1243,1243,104,104,2955,2955,-1106,-1106,782,782,-903,-903,672,672,-638,-638,-2034,-2034,-71,-71,-2239,-2239,455,455,-4,-4,-563,-563,-1597,-1597,-53,-53,0
5914,1405,1405,-498,-498,99,99,732,732,1017,1017,855,855,17,17,2562,2562,41,41,-411,-411,-212,-212,323,323,117,117,705,705,-111,-111,1666,1666,-738,-738,278,278,1994,1994,236,236,1
5915,285,285,407,407,-777,-777,464,464,-599,-599,72,72,1475,1475,479,479,1277,1277,69,69,-87,-87,1078,1078,1259,1259,902,902,1781,1781,1578,1578,1231,1231,-483,-483,134,134,1605,1605,1
5916,1265,1265,792,792,3062,3062,824,824,218,218,-724,-724,-5,-5,-106,-106,274,274,122,122,-587,-587,21,21,242,242,353,353,46,46,1332,1332,1099,1099,492,492,-1524,-1524,1251,1251,1
5917,-56,-56,-495,-495,726,726,189,189,-1238,-1238,-506,-506,853,853,-899,-899,-446,-446,691,691,11,11,26,26,448,448,42,42,196,196,-246,-246,-1061,-1061,2241,2241,1718,1718,1933,1933,1
5918,-3065,-3065,689,689,-1148,-1148,-1868,-1868,-1856,-1856,-2152,-2152,-3365,-3365,548,548,32,32,-187,-187,246,246,-488,-488,1037,1037,4936,4936,-139,-139,151,151,2509,2509,1423,1423,829,829,507,507,0
5919,1236,1236,3128,3128,-1765,-1765,404,404,-3103,-3103,-14,-14,-1088,-1088,136,136,65,65,2016,2016,-674,-674,2251,2251,2225,2225,941,941,-533,-533,-1943,-1943,-2054,-2054,1576,1576,5097,5097,2,2,0
5920,-554,-554,-13,-13,4165,4165,2032,2032,1443,1443,2271,2271,0,0,-421,-421,-38,-38,-1506,-1506,703,703,1203,1203,-73,-73,-1552,-1552,-33,-33,-505,-505,-1565,-1565,-3572,-3572,-73,-73,-2636,-2636,0
5921,-1777,-1777,175,175,188,188,685,685,-251,-251,2412,2412,31,31,-379,-379,2249,2249,-2472,-2472,-1111,-1111,-122,-122,76,76,-191,-191,797,797,1536,1536,-217,-217,-1235,-1235,-917,-917,-303,-303,0
5922,-97,-97,2574,2574,423,423,-112,-112,-1114,-1114,126,126,261,261,-1089,-1089,-124,-124,-3088,-3088,-3616,-3616,19,19,395,395,-1024,-1024,2326,2326,1687,1687,-1499,-1499,-2063,-2063,-1234,-1234,-832,-832,0
5923,308,308,1138,1138,2178,2178,474,474,418,418,-26,-26,-486,-486,867,867,1286,1286,-24,-24,-1813,-1813,1068,1068,-37,-37,1125,1125,182,182,689,689,-195,-195,1206,1206,-107,-107,-1263,-1263,1
5924,329,329,1098,1098,-4024,-4024,2257,2257,799,799,41,41,-3168,-3168,-3513,-3513,-1501,-1501,-1273,-1273,4303,4303,2162,2162,622,622,1312,1312,27,27,-1548,-1548,1467,1467,-1338,-1338,369,369,-217,-217,0
5925,-374,-374,-114,-114,-1012,-1012,3591,3591,-1253,-1253,-2632,-2632,-1276,-1276,-1018,-1018,-161,-161,318,318,159,159,134,134,-202,-202,-58,-58,-192,-192,-2559,-2559,-2294,-2294,-1705,-1705,1016,1016,-1721,-1721,0
5926,798,798,346,346,1344,1344,-2352,-2352,1781,1781,2393,2393,15,15,-801,-801,-57,-57,265,265,1544,1544,-1195,-1195,-3448,-3448,-1536,-1536,159,159,62,62,152,152,4071,4071,1899,1899,-576,-576,0
5927,453,453,1932,1932,-2423,-2423,176,176,1712,1712,-619,-619,-147,-147,209,209,562,562,1559,1559,2105,2105,551,551,12,12,-432,-432,-546,-546,522,522,17,17,911,911,61,61,-1309,-1309,1
5928,497,497,-1209,-1209,-658,-658,1911,1911,-1613,-1613,-371,-371,2564,2564,256,256,1509,1509,1892,1892,-1037,-1037,572,572,81,81,-589,-589,2067,2067,5,5,1477,1477,752,752,984,984,1242,1242,1
5929,2,2,608,608,2038,2038,-17,-17,1297,1297,1078,1078,-1587,-1587,-138,-138,469,469,49,49,-623,-623,48,48,-501,-501,898,898,113,113,597,597,-1046,-1046,1647,1647,1083,1083,1755,1755,1
5930,-1348,-1348,3647,3647,165,165,224,224,3937,3937,-3759,-3759,1597,1597,149,149,1007,1007,397,397,13,13,-2222,-2222,2253,2253,62,62,223,223,-709,-709,1301,1301,-1612,-1612,-1883,-1883,444,444,0
5931,2312,2312,-129,-129,613,613,1552,1552,-3482,-3482,-1111,-1111,-2658,-2658,157,157,-709,-709,-473,-473,1044,1044,-2505,-2505,-1158,-1158,-415,-415,-727,-727,1604,1604,2412,2412,216,216,-905,-905,-691,-691,0
5932,63,63,-1377,-1377,88,88,-165,-165,701,701,758,758,191,191,68,68,-81,-81,592,592,302,302,432,432,238,238,1116,1116,67,67,978,978,-572,-572,311,311,495,495,1196,1196,1
5933,1922,1922,1745,1745,-838,-838,-737,-737,1253,1253,852,852,1103,1103,-2067,-2067,-5064,-5064,1433,1433,-78,-78,479,479,1609,1609,1022,1022,-2042,-2042,1232,1232,2892,2892,-3043,-3043,195,195,1726,1726,0
5934,912,912,-92,-92,132,132,55,55,284,284,-323,-323,463,463,424,424,295,295,0,0,74,74,117,117,644,644,-259,-259,92,92,712,712,686,686,-6,-6,76,76,3053,3053,1
5935,358,358,1857,1857,185,185,-345,-345,1325,1325,-83,-83,1538,1538,1043,1043,-598,-598,1016,1016,2059,2059,1424,1424,829,829,846,846,306,306,1906,1906,74,74,59,59,-648,-648,1998,1998,1
5936,171,171,879,879,-311,-311,1927,1927,635,635,729,729,348,348,1823,1823,-764,-764,1365,1365,1522,1522,778,778,846,846,1737,1737,543,543,272,272,222,222,1894,1894,334,334,19,19,1
5937,1928,1928,79,79,-2473,-2473,-1306,-1306,455,455,4331,4331,3547,3547,-1224,-1224,1547,1547,1599,1599,2284,2284,-1128,-1128,-749,-749,-3986,-3986,-2347,-2347,-4138,-4138,-2903,-2903,3018,3018,1268,1268,301,301,0
5938,-89,-89,834,834,1202,1202,-1013,-1013,-2887,-2887,2575,2575,577,577,326,326,552,552,738,738,-4236,-4236,1906,1906,-3536,-3536,-335,-335,-2705,-2705,126,126,-4681,-4681,-2119,-2119,1113,1113,-1094,-1094,0
5939,-193,-193,386,386,-304,-304,715,715,-479,-479,683,683,1813,1813,913,913,-54,-54,1794,1794,48,48,1187,1187,-2463,-2463,1722,1722,138,138,736,736,-322,-322,36,36,-921,-921,253,253,1
5940,163,163,1832,1832,177,177,-151,-151,842,842,-69,-69,1085,1085,1538,1538,259,259,429,429,1661,1661,1,1,195,195,-1074,-1074,222,222,443,443,983,983,-651,-651,372,372,309,309,1
5941,-1637,-1637,1146,1146,-1369,-1369,-2428,-2428,919,919,-786,-786,1417,1417,17,17,22,22,118,118,2098,2098,1997,1997,482,482,-1137,-1137,-2438,-2438,-296,-296,-476,-476,495,495,2297,2297,2332,2332,0
5942,-19,-19,1082,1082,1979,1979,1878,1878,-1122,-1122,-1449,-1449,113,113,586,586,1802,1802,1066,1066,866,866,1085,1085,-3012,-3012,831,831,-113,-113,-3383,-3383,-1219,-1219,-2121,-2121,-1536,-1536,601,601,0
5943,-396,-396,46,46,322,322,26,26,-3424,-3424,-6682,-6682,-2244,-2244,2498,2498,3324,3324,-2099,-2099,-694,-694,3411,3411,1872,1872,686,686,-797,-797,-2781,-2781,-1681,-1681,-1362,-1362,2982,2982,3235,3235,0
5944,476,476,172,172,-1993,-1993,2885,2885,2097,2097,-7,-7,-3094,-3094,746,746,2141,2141,2807,2807,-1815,-1815,-1474,-1474,-418,-418,-16,-16,9,9,279,279,-196,-196,-1035,-1035,66,66,1272,1272,0
5945,1042,1042,-784,-784,-689,-689,1442,1442,-1848,-1848,52,52,53,53,1398,1398,1155,1155,-193,-193,-616,-616,-1381,-1381,1593,1593,684,684,278,278,-243,-243,-92,-92,146,146,37,37,-489,-489,1
5946,186,186,-1356,-1356,51,51,-648,-648,649,649,-295,-295,-3748,-3748,4117,4117,-1424,-1424,205,205,-922,-922,-109,-109,1607,1607,2549,2549,-315,-315,-768,-768,-374,-374,-844,-844,-75,-75,-3171,-3171,0
5947,3907,3907,-5213,-5213,-772,-772,-2191,-2191,1916,1916,-1587,-1587,1075,1075,941,941,979,979,3633,3633,-553,-553,236,236,-1133,-1133,-79,-79,236,236,-119,-119,3468,3468,-263,-263,-1159,-1159,2326,2326,0
5948,-2166,-2166,-2341,-2341,-264,-264,276,276,553,553,-1462,-1462,-1044,-1044,-2201,-2201,2549,2549,54,54,27,27,3212,3212,-847,-847,-1041,-1041,-1842,-1842,-4317,-4317,4506,4506,-469,-469,561,561,-1672,-1672,0
5949,-866,-866,259,259,2028,2028,1258,1258,-165,-165,-1647,-1647,798,798,-1638,-1638,304,304,147,147,2398,2398,781,781,405,405,591,591,742,742,1752,1752,-152,-152,53,53,1461,1461,1085,1085,1
5950,-2964,-2964,-1069,-1069,-926,-926,942,942,825,825,-1349,-1349,998,998,-1209,-1209,257,257,-194,-194,1697,1697,-2892,-2892,335,335,-291,-291,-1448,-1448,2063,2063,1148,1148,1239,1239,-1772,-1772,121,121,0
5951,843,843,2278,2278,784,784,-1176,-1176,157,157,619,619,-215,-215,2702,2702,342,342,1956,1956,834,834,-941,-941,-3323,-3323,238,238,-321,-321,458,458,-1211,-1211,-1593,-1593,-858,-858,-135,-135,0
